order_id,order_time,delivery_time,app_session_id,delivery_agent_id,restaurant_id,primary_product_id,delivery_fee_paid,payment_mode,sales_quantity,total_price,delivery_flag,order_day,order_month,order_year,min_time_delivery,order_hour,weekday(order_time)
4376,"2025-01-11 19:14:05","2025-01-11 20:03:05",4002,1283,152,2645,32,Wallet,5,1351,Paid,11,1,2025,49,19,5
4377,"2024-12-08 11:53:05","2024-12-08 12:37:05",3831,1577,14,4356,0,Cash,3,681,Complimentary,8,12,2024,44,11,6
4378,"2024-07-22 14:36:34","2024-07-22 15:56:34",14992,1525,194,2762,52,UPI,3,613,Paid,22,7,2024,80,14,0
4379,"2024-11-20 16:23:31","2024-11-20 17:21:31",12121,1235,230,4706,36,UPI,5,1162,Paid,20,11,2024,58,16,2
4380,"2025-01-21 21:27:14","2025-01-21 22:47:14",8872,1401,27,462,33,Cash,1,189,Paid,21,1,2025,80,21,1
4381,"2025-02-26 14:49:19","2025-02-26 15:52:19",1499,1258,51,2132,29,UPI,2,502,Paid,26,2,2025,63,14,2
4382,"2024-09-16 11:32:10","2024-09-16 12:27:10",10592,1357,101,4595,24,Wallet,1,151,Paid,16,9,2024,55,11,0
4383,"2025-05-10 08:25:58","2025-05-10 09:28:58",12514,1249,278,1965,38,Card,4,1004,Paid,10,5,2025,63,8,5
4384,"2024-09-20 18:13:13","2024-09-20 19:23:13",12472,1809,110,4947,24,UPI,4,916,Paid,20,9,2024,70,18,4
4385,"2025-03-28 07:25:47","2025-03-28 07:53:47",8125,1142,108,2609,42,Wallet,2,364,Paid,28,3,2025,28,7,4
4386,"2025-06-22 21:28:06","2025-06-22 22:42:06",12975,1156,123,2602,28,UPI,5,1216,Paid,22,6,2025,74,21,6
4387,"2025-06-03 00:15:33","2025-06-03 00:53:33",11701,1294,115,4709,0,UPI,4,977,Complimentary,3,6,2025,38,0,1
4388,"2025-01-30 23:46:43","2025-01-31 01:00:43",1728,1584,214,3593,47,UPI,1,313,Paid,30,1,2025,74,23,3
4389,"2025-06-10 02:39:56","2025-06-10 03:08:56",12310,1654,82,543,22,Wallet,2,396,Paid,10,6,2025,29,2,1
4390,"2025-04-14 23:13:23","2025-04-15 00:43:23",10373,1267,37,2967,59,Card,1,129,Paid,14,4,2025,90,23,0
4391,"2024-11-16 00:49:23","2024-11-16 01:19:23",9225,1460,29,1971,54,Wallet,5,1218,Paid,16,11,2024,30,0,5
4392,"2024-12-28 15:05:32","2024-12-28 15:29:32",8349,1820,221,624,0,Card,5,1128,Complimentary,28,12,2024,24,15,5
4393,"2024-08-19 10:49:51","2024-08-19 11:44:51",16070,1764,27,462,29,Card,4,888,Paid,19,8,2024,55,10,0
4394,"2025-01-01 20:25:28","2025-01-01 21:26:28",12572,1241,287,1425,25,Cash,1,301,Paid,1,1,2025,61,20,2
4395,"2024-08-07 23:30:28","2024-08-08 00:57:28",7389,1373,181,2253,39,Card,1,189,Paid,7,8,2024,87,23,2
4396,"2025-05-11 14:50:14","2025-05-11 15:10:14",3886,1124,70,4672,55,Cash,1,234,Paid,11,5,2025,20,14,6
4397,"2025-01-28 22:38:24","2025-01-29 00:05:24",5683,1969,103,955,35,Wallet,1,201,Paid,28,1,2025,87,22,1
4398,"2025-05-15 08:46:12","2025-05-15 09:28:12",11339,1331,268,336,28,UPI,2,352,Paid,15,5,2025,42,8,3
4399,"2024-11-03 10:19:52","2024-11-03 11:28:52",3721,1129,91,739,31,Cash,3,665,Paid,3,11,2024,69,10,6
4400,"2024-07-10 02:37:15","2024-07-10 03:35:15",14545,1703,129,2923,31,Card,1,162,Paid,10,7,2024,58,2,2
4401,"2024-09-11 06:48:38","2024-09-11 08:13:38",1064,1055,123,3135,45,Cash,3,566,Paid,11,9,2024,85,6,2
4402,"2025-03-12 02:39:41","2025-03-12 03:29:41",12995,1332,290,1722,45,Card,1,155,Paid,12,3,2025,50,2,2
4403,"2025-03-09 21:59:58","2025-03-09 23:10:58",16086,1308,258,3364,35,Cash,3,589,Paid,9,3,2025,71,21,6
4404,"2025-06-20 13:10:16","2025-06-20 13:55:16",17484,1654,212,3061,0,Wallet,5,1026,Complimentary,20,6,2025,45,13,4
4405,"2025-05-03 15:51:04","2025-05-03 17:10:04",10736,1190,144,3596,46,UPI,1,207,Paid,3,5,2025,79,15,5
4406,"2024-11-17 08:57:27","2024-11-17 09:35:27",8721,1577,186,2333,51,Wallet,3,545,Paid,17,11,2024,38,8,6
4407,"2025-05-14 04:58:10","2025-05-14 06:24:10",5014,1301,170,966,20,Card,3,566,Paid,14,5,2025,86,4,2
4408,"2024-07-16 02:57:35","2024-07-16 03:29:35",16421,1173,277,2452,36,Cash,3,619,Paid,16,7,2024,32,2,1
4409,"2025-04-07 13:22:13","2025-04-07 14:21:13",16088,1675,255,3501,51,UPI,5,773,Paid,7,4,2025,59,13,0
4410,"2024-08-17 13:49:02","2024-08-17 14:33:02",7779,1096,45,559,38,Wallet,3,674,Paid,17,8,2024,44,13,5
4411,"2024-12-30 18:25:22","2024-12-30 18:57:22",17797,1113,293,3172,55,Cash,1,164,Paid,30,12,2024,32,18,0
4412,"2025-04-22 23:16:00","2025-04-22 23:55:00",1267,1558,224,89,35,Wallet,3,548,Paid,22,4,2025,39,23,1
4413,"2025-05-05 06:24:41","2025-05-05 07:25:41",6303,1448,193,3354,40,Wallet,1,246,Paid,5,5,2025,61,6,0
4414,"2025-03-13 05:52:22","2025-03-13 07:08:22",17565,1924,213,4312,50,Cash,2,519,Paid,13,3,2025,76,5,3
4415,"2025-03-27 13:21:56","2025-03-27 14:23:56",15190,1902,262,1675,0,UPI,2,375,Complimentary,27,3,2025,62,13,3
4416,"2025-04-02 04:06:02","2025-04-02 05:17:02",6655,1530,176,423,0,UPI,3,666,Complimentary,2,4,2025,71,4,2
4417,"2025-01-01 18:41:55","2025-01-01 19:40:55",1829,1164,192,114,36,Card,4,998,Paid,1,1,2025,59,18,2
4418,"2025-03-30 10:38:05","2025-03-30 10:58:05",16641,1643,93,2848,36,Wallet,4,851,Paid,30,3,2025,20,10,6
4419,"2025-06-19 05:08:53","2025-06-19 06:10:53",3525,1732,24,534,55,UPI,2,496,Paid,19,6,2025,62,5,3
4420,"2024-11-06 14:03:26","2024-11-06 14:28:26",6796,1445,47,3611,56,Wallet,1,200,Paid,6,11,2024,25,14,2
4421,"2024-07-04 17:42:25","2024-07-04 18:43:25",7137,1140,283,667,34,Cash,4,942,Paid,4,7,2024,61,17,3
4422,"2025-01-08 04:44:45","2025-01-08 05:45:45",6027,1966,161,4701,52,UPI,1,254,Paid,8,1,2025,61,4,2
4423,"2025-04-04 11:51:28","2025-04-04 12:19:28",12857,1719,12,1311,42,Wallet,5,1091,Paid,4,4,2025,28,11,4
4424,"2024-09-15 09:05:37","2024-09-15 10:24:37",12221,1552,22,827,0,Card,4,866,Complimentary,15,9,2024,79,9,6
4425,"2025-02-06 17:30:26","2025-02-06 17:52:26",5955,1900,123,3744,22,Card,2,564,Paid,6,2,2025,22,17,3
4426,"2024-10-18 04:23:17","2024-10-18 05:37:17",1274,1716,223,1196,25,Card,2,380,Paid,18,10,2024,74,4,4
4427,"2024-12-14 20:42:26","2024-12-14 21:17:26",3542,1242,31,181,0,UPI,5,860,Complimentary,14,12,2024,35,20,5
4428,"2025-06-01 00:35:59","2025-06-01 01:15:59",16881,1945,140,606,54,Cash,5,1059,Paid,1,6,2025,40,0,6
4429,"2025-03-20 03:28:10","2025-03-20 04:40:10",17724,1823,221,538,38,UPI,5,1213,Paid,20,3,2025,72,3,3
4430,"2024-07-24 11:25:18","2024-07-24 11:48:18",15147,1439,216,1270,0,Wallet,3,719,Complimentary,24,7,2024,23,11,2
4431,"2025-01-27 06:57:06","2025-01-27 08:08:06",12305,1264,176,4996,25,Wallet,2,389,Paid,27,1,2025,71,6,0
4432,"2024-10-07 08:25:41","2024-10-07 09:12:41",7638,1876,85,2346,36,Cash,5,1241,Paid,7,10,2024,47,8,0
4433,"2024-07-04 05:48:37","2024-07-04 07:16:37",16199,1516,298,1979,57,UPI,1,241,Paid,4,7,2024,88,5,3
4434,"2025-01-27 17:45:05","2025-01-27 18:40:05",5219,1263,60,2304,33,Card,2,483,Paid,27,1,2025,55,17,0
4435,"2025-05-02 22:49:34","2025-05-02 23:25:34",12991,1550,58,4150,36,UPI,5,1256,Paid,2,5,2025,36,22,4
4436,"2025-01-27 10:59:54","2025-01-27 11:52:54",4646,1396,229,1750,49,Card,5,982,Paid,27,1,2025,53,10,0
4437,"2025-01-03 12:14:24","2025-01-03 13:42:24",16146,1219,31,1171,59,Cash,5,1111,Paid,3,1,2025,88,12,4
4438,"2025-06-04 04:05:33","2025-06-04 05:02:33",17210,1373,285,4085,20,Cash,1,230,Paid,4,6,2025,57,4,2
4439,"2025-06-09 03:45:31","2025-06-09 04:59:31",8232,1140,185,4096,58,UPI,1,180,Paid,9,6,2025,74,3,0
4440,"2025-05-15 01:41:33","2025-05-15 02:31:33",13246,1307,118,3846,31,Wallet,4,874,Paid,15,5,2025,50,1,3
4441,"2024-11-12 12:31:27","2024-11-12 13:53:27",3961,1311,172,629,50,Card,3,817,Paid,12,11,2024,82,12,1
4442,"2024-12-09 08:50:58","2024-12-09 09:24:58",3562,1667,40,4236,25,UPI,2,431,Paid,9,12,2024,34,8,0
4443,"2024-10-03 20:10:18","2024-10-03 20:55:18",5574,1520,144,3732,37,Card,4,775,Paid,3,10,2024,45,20,3
4444,"2024-09-20 08:25:33","2024-09-20 08:48:33",17155,1802,213,3862,33,UPI,5,1214,Paid,20,9,2024,23,8,4
4445,"2025-05-04 01:45:15","2025-05-04 02:20:15",4261,1875,126,4794,51,Wallet,5,1169,Paid,4,5,2025,35,1,6
4446,"2025-03-28 03:45:59","2025-03-28 04:55:59",17773,1646,230,4730,60,Wallet,4,1055,Paid,28,3,2025,70,3,4
4447,"2024-09-03 03:30:24","2024-09-03 04:01:24",10328,1395,194,4679,59,UPI,3,767,Paid,3,9,2024,31,3,1
4448,"2024-07-18 22:18:49","2024-07-18 22:50:49",616,1129,258,72,0,Card,5,1013,Complimentary,18,7,2024,32,22,3
4449,"2025-01-20 21:23:34","2025-01-20 22:33:34",19299,1435,265,4819,57,Card,1,142,Paid,20,1,2025,70,21,0
4450,"2025-04-08 10:45:47","2025-04-08 11:58:47",9861,1204,94,723,55,Cash,2,586,Paid,8,4,2025,73,10,1
4451,"2024-08-03 20:52:23","2024-08-03 21:51:23",3679,1891,175,194,40,Wallet,1,222,Paid,3,8,2024,59,20,5
4452,"2025-02-06 16:50:35","2025-02-06 17:39:35",5972,1824,184,4104,0,Wallet,1,326,Complimentary,6,2,2025,49,16,3
4453,"2024-09-20 22:46:28","2024-09-20 23:48:28",17746,1121,223,2396,29,Wallet,5,1043,Paid,20,9,2024,62,22,4
4454,"2025-04-11 07:52:04","2025-04-11 08:33:04",10720,1233,81,810,0,Wallet,3,881,Complimentary,11,4,2025,41,7,4
4455,"2024-09-03 17:51:37","2024-09-03 18:29:37",6821,1217,273,4866,36,Cash,5,1058,Paid,3,9,2024,38,17,1
4456,"2025-04-16 02:23:15","2025-04-16 02:55:15",6250,1609,255,3501,28,Cash,1,188,Paid,16,4,2025,32,2,2
4457,"2024-12-16 01:01:44","2024-12-16 02:31:44",14374,1920,242,4541,32,Wallet,5,910,Paid,16,12,2024,90,1,0
4458,"2024-10-15 01:17:10","2024-10-15 01:49:10",7886,1320,97,4927,0,Card,1,261,Complimentary,15,10,2024,32,1,1
4459,"2025-06-30 03:57:12","2025-06-30 05:18:12",16526,1360,85,678,0,UPI,3,770,Complimentary,30,6,2025,81,3,0
4460,"2024-12-03 16:57:02","2024-12-03 17:22:02",7302,1774,261,4404,0,UPI,5,1327,Complimentary,3,12,2024,25,16,1
4461,"2024-08-28 07:02:04","2024-08-28 07:42:04",6417,1890,141,1075,0,Wallet,5,1180,Complimentary,28,8,2024,40,7,2
4462,"2025-05-14 12:57:43","2025-05-14 13:42:43",6702,1060,226,2502,25,Card,4,691,Paid,14,5,2025,45,12,2
4463,"2024-07-22 20:22:38","2024-07-22 21:14:38",7439,1862,91,98,52,Cash,2,520,Paid,22,7,2024,52,20,0
4464,"2025-04-26 16:59:04","2025-04-26 18:02:04",106,1208,246,3727,53,Wallet,2,457,Paid,26,4,2025,63,16,5
4465,"2025-04-08 08:21:35","2025-04-08 08:48:35",10058,1635,110,4366,59,Card,3,578,Paid,8,4,2025,27,8,1
4466,"2024-09-03 13:59:25","2024-09-03 15:20:25",5859,1048,300,1705,55,UPI,2,399,Paid,3,9,2024,81,13,1
4467,"2024-10-25 20:12:18","2024-10-25 20:54:18",7364,1305,256,314,20,UPI,1,203,Paid,25,10,2024,42,20,4
4468,"2024-07-18 10:45:21","2024-07-18 11:45:21",2183,1917,84,4716,0,Wallet,2,480,Complimentary,18,7,2024,60,10,3
4469,"2024-09-09 07:31:02","2024-09-09 08:55:02",7553,1759,24,1101,24,Card,2,425,Paid,9,9,2024,84,7,0
4470,"2025-05-03 06:48:03","2025-05-03 07:08:03",13469,1855,96,4402,38,Wallet,1,267,Paid,3,5,2025,20,6,5
4471,"2025-02-10 13:16:40","2025-02-10 13:36:40",10646,1544,279,1588,36,Card,5,1105,Paid,10,2,2025,20,13,0
4472,"2025-01-12 08:24:37","2025-01-12 09:13:37",5008,1446,113,2587,26,Wallet,2,403,Paid,12,1,2025,49,8,6
4473,"2025-03-22 20:41:37","2025-03-22 21:49:37",18155,1898,167,489,38,Card,3,725,Paid,22,3,2025,68,20,5
4474,"2025-01-09 22:10:34","2025-01-09 22:45:34",10593,1751,98,228,25,Wallet,3,629,Paid,9,1,2025,35,22,3
4475,"2025-06-08 06:38:08","2025-06-08 07:49:08",12776,1661,178,4804,0,UPI,2,589,Complimentary,8,6,2025,71,6,6
4476,"2025-01-08 07:16:11","2025-01-08 08:34:11",1321,1285,223,4235,58,UPI,4,839,Paid,8,1,2025,78,7,2
4477,"2024-07-10 13:36:25","2024-07-10 13:58:25",8223,1991,176,3259,31,UPI,4,920,Paid,10,7,2024,22,13,2
4478,"2024-08-29 06:40:20","2024-08-29 07:45:20",13088,1186,148,2799,57,Wallet,3,605,Paid,29,8,2024,65,6,3
4479,"2025-02-11 11:09:17","2025-02-11 12:27:17",10261,1925,76,302,45,Card,3,741,Paid,11,2,2025,78,11,1
4480,"2024-11-17 15:03:53","2024-11-17 16:24:53",17557,1808,264,2379,48,UPI,3,593,Paid,17,11,2024,81,15,6
4481,"2024-10-01 10:30:36","2024-10-01 11:55:36",11179,1282,128,1581,0,Wallet,1,292,Complimentary,1,10,2024,85,10,1
4482,"2025-01-08 19:41:27","2025-01-08 20:20:27",7415,1784,134,1383,51,Cash,3,595,Paid,8,1,2025,39,19,2
4483,"2024-07-02 16:46:48","2024-07-02 18:07:48",16332,1353,224,677,0,Wallet,3,563,Complimentary,2,7,2024,81,16,1
4484,"2024-10-26 17:14:03","2024-10-26 18:17:03",15807,1111,86,3267,37,UPI,2,317,Paid,26,10,2024,63,17,5
4485,"2025-06-01 03:14:48","2025-06-01 03:53:48",12374,1873,244,4790,47,Wallet,1,233,Paid,1,6,2025,39,3,6
4486,"2024-09-05 15:49:08","2024-09-05 17:19:08",618,1526,102,2823,0,UPI,5,1151,Complimentary,5,9,2024,90,15,3
4487,"2025-03-14 21:38:57","2025-03-14 22:05:57",18281,1449,137,3996,36,UPI,2,484,Paid,14,3,2025,27,21,4
4488,"2025-06-10 16:22:32","2025-06-10 16:44:32",1564,1999,162,1755,60,Card,5,1184,Paid,10,6,2025,22,16,1
4489,"2024-12-01 23:47:00","2024-12-02 00:27:00",6371,1889,124,1454,45,Cash,1,237,Paid,1,12,2024,40,23,6
4490,"2025-01-21 12:27:05","2025-01-21 12:48:05",1571,1063,137,144,0,Wallet,5,866,Complimentary,21,1,2025,21,12,1
4491,"2024-07-24 01:22:43","2024-07-24 02:27:43",17891,1313,85,52,58,Cash,3,598,Paid,24,7,2024,65,1,2
4492,"2024-08-15 01:05:43","2024-08-15 01:30:43",6985,1876,43,4999,45,UPI,4,865,Paid,15,8,2024,25,1,3
4493,"2025-03-11 13:45:31","2025-03-11 15:04:31",14642,1562,269,4323,52,Wallet,5,1089,Paid,11,3,2025,79,13,1
4494,"2024-07-27 10:25:11","2024-07-27 11:42:11",11900,1910,194,1862,44,Card,3,752,Paid,27,7,2024,77,10,5
4495,"2025-06-10 07:30:11","2025-06-10 08:57:11",8838,1783,260,4239,33,UPI,3,560,Paid,10,6,2025,87,7,1
4496,"2025-06-05 14:19:53","2025-06-05 15:26:53",15152,1108,283,410,41,Cash,1,184,Paid,5,6,2025,67,14,3
4497,"2025-06-07 17:02:11","2025-06-07 17:54:11",19132,1136,293,4498,43,Wallet,1,286,Paid,7,6,2025,52,17,5
4498,"2025-04-13 15:05:24","2025-04-13 16:08:24",10124,1003,136,4588,0,Wallet,2,556,Complimentary,13,4,2025,63,15,6
4499,"2025-04-03 02:50:04","2025-04-03 04:17:04",2064,1769,6,1108,48,Wallet,4,885,Paid,3,4,2025,87,2,3
4500,"2025-05-13 06:49:34","2025-05-13 07:24:34",4409,1385,193,3307,57,Card,4,789,Paid,13,5,2025,35,6,1
4501,"2024-12-28 03:12:57","2024-12-28 03:46:57",17002,1308,57,880,48,Wallet,5,1159,Paid,28,12,2024,34,3,5
4502,"2024-11-15 18:00:34","2024-11-15 18:26:34",9202,1234,101,3374,29,Cash,1,146,Paid,15,11,2024,26,18,4
4503,"2024-11-13 03:37:08","2024-11-13 05:06:08",3374,1817,46,4824,0,Cash,1,294,Complimentary,13,11,2024,89,3,2
4504,"2025-05-20 14:12:41","2025-05-20 15:32:41",1800,1574,1,1179,20,Card,1,233,Paid,20,5,2025,80,14,1
4505,"2025-05-27 09:51:10","2025-05-27 11:09:10",16540,1246,39,544,27,Cash,4,843,Paid,27,5,2025,78,9,1
4506,"2024-07-19 10:36:03","2024-07-19 11:08:03",3934,1040,224,1116,32,Cash,5,1083,Paid,19,7,2024,32,10,4
4507,"2024-10-28 02:00:56","2024-10-28 03:29:56",16097,1480,118,197,43,Cash,4,1044,Paid,28,10,2024,89,2,0
4508,"2025-01-31 12:09:09","2025-01-31 12:42:09",11768,1190,50,650,52,Wallet,2,208,Paid,31,1,2025,33,12,4
4509,"2025-01-05 00:10:18","2025-01-05 01:05:18",11099,1812,201,1088,29,Card,2,443,Paid,5,1,2025,55,0,6
4510,"2024-07-05 07:17:24","2024-07-05 08:31:24",13033,1586,122,1593,53,Cash,4,774,Paid,5,7,2024,74,7,4
4511,"2025-05-03 08:17:47","2025-05-03 09:08:47",3768,1697,135,3999,48,UPI,3,648,Paid,3,5,2025,51,8,5
4512,"2024-12-30 17:43:06","2024-12-30 18:15:06",6537,1994,93,2848,29,UPI,1,267,Paid,30,12,2024,32,17,0
4513,"2025-06-27 06:02:02","2025-06-27 06:23:02",3895,1325,35,782,54,Cash,5,1014,Paid,27,6,2025,21,6,4
4514,"2024-09-18 14:22:24","2024-09-18 14:58:24",11873,1996,73,174,39,Cash,1,175,Paid,18,9,2024,36,14,2
4515,"2025-06-11 22:48:09","2025-06-11 23:29:09",7340,1761,172,2953,0,Cash,5,1156,Complimentary,11,6,2025,41,22,2
4516,"2024-11-21 18:23:35","2024-11-21 19:44:35",9196,1645,62,594,52,UPI,3,701,Paid,21,11,2024,81,18,3
4517,"2025-05-02 03:26:44","2025-05-02 04:32:44",19382,1951,155,222,51,Wallet,4,887,Paid,2,5,2025,66,3,4
4518,"2025-01-29 17:37:03","2025-01-29 17:59:03",15512,1093,206,975,55,Wallet,2,417,Paid,29,1,2025,22,17,2
4519,"2024-12-15 12:24:02","2024-12-15 13:31:02",11887,1485,138,38,39,UPI,5,1128,Paid,15,12,2024,67,12,6
4520,"2025-01-17 10:42:13","2025-01-17 12:06:13",2883,1029,40,1052,42,UPI,4,667,Paid,17,1,2025,84,10,4
4521,"2025-02-06 06:13:38","2025-02-06 07:34:38",19648,1238,88,807,25,Card,2,528,Paid,6,2,2025,81,6,3
4522,"2024-07-06 19:24:00","2024-07-06 20:53:00",14298,1461,124,2577,42,Wallet,1,290,Paid,6,7,2024,89,19,5
4523,"2024-09-25 03:17:01","2024-09-25 04:05:01",11278,1527,172,2048,24,Card,3,672,Paid,25,9,2024,48,3,2
4524,"2024-12-05 15:27:25","2024-12-05 16:07:25",18646,1650,10,2389,56,UPI,2,448,Paid,5,12,2024,40,15,3
4525,"2025-04-07 08:30:47","2025-04-07 09:13:47",12242,1211,84,4959,28,Card,5,1089,Paid,7,4,2025,43,8,0
4526,"2025-05-18 09:04:44","2025-05-18 10:08:44",3819,1045,228,2117,0,UPI,4,940,Complimentary,18,5,2025,64,9,6
4527,"2024-11-11 19:52:18","2024-11-11 21:09:18",13701,1506,95,4611,49,Cash,1,143,Paid,11,11,2024,77,19,0
4528,"2024-11-26 18:14:22","2024-11-26 19:38:22",2491,1179,168,4969,37,Wallet,1,198,Paid,26,11,2024,84,18,1
4529,"2024-07-03 08:19:46","2024-07-03 09:12:46",18669,1020,185,3025,52,Cash,5,1328,Paid,3,7,2024,53,8,2
4530,"2025-05-25 00:01:44","2025-05-25 00:34:44",10654,1643,152,1092,21,UPI,1,174,Paid,25,5,2025,33,0,6
4531,"2024-07-06 11:55:43","2024-07-06 12:40:43",2996,1666,81,2021,0,Card,2,541,Complimentary,6,7,2024,45,11,5
4532,"2025-03-19 16:20:02","2025-03-19 17:46:02",14444,1690,100,709,33,Card,2,437,Paid,19,3,2025,86,16,2
4533,"2025-06-10 04:11:07","2025-06-10 05:19:07",9595,1597,174,3616,31,Cash,3,669,Paid,10,6,2025,68,4,1
4534,"2024-08-15 19:53:41","2024-08-15 20:45:41",2240,1234,296,712,0,Cash,5,1225,Complimentary,15,8,2024,52,19,3
4535,"2024-10-30 05:54:55","2024-10-30 07:08:55",91,1093,277,1379,36,Wallet,2,377,Paid,30,10,2024,74,5,2
4536,"2025-02-17 05:19:25","2025-02-17 06:06:25",7884,1990,74,4472,32,Card,5,1108,Paid,17,2,2025,47,5,0
4537,"2024-09-03 20:52:53","2024-09-03 21:16:53",10585,1271,128,2455,0,Card,1,312,Complimentary,3,9,2024,24,20,1
4538,"2025-02-23 11:02:21","2025-02-23 12:20:21",11266,1486,101,3466,38,Wallet,3,571,Paid,23,2,2025,78,11,6
4539,"2025-01-19 20:52:36","2025-01-19 21:47:36",6587,1140,73,1259,28,UPI,4,1131,Paid,19,1,2025,55,20,6
4540,"2024-10-06 23:22:23","2024-10-07 00:10:23",7612,1016,206,975,37,Card,5,1012,Paid,6,10,2024,48,23,6
4541,"2024-10-31 14:08:55","2024-10-31 15:11:55",13264,1038,173,1421,25,UPI,1,196,Paid,31,10,2024,63,14,3
4542,"2025-03-14 02:47:02","2025-03-14 03:16:02",9976,1826,20,3003,50,Card,1,241,Paid,14,3,2025,29,2,4
4543,"2025-02-24 03:12:38","2025-02-24 03:41:38",9949,1264,295,1134,26,Card,2,357,Paid,24,2,2025,29,3,0
4544,"2025-04-20 15:44:49","2025-04-20 16:40:49",10480,1987,91,1575,60,UPI,3,785,Paid,20,4,2025,56,15,6
4545,"2025-05-03 12:01:11","2025-05-03 13:07:11",19941,1231,152,4823,0,Card,4,985,Complimentary,3,5,2025,66,12,5
4546,"2025-01-01 22:09:27","2025-01-01 22:41:27",11639,1528,155,3692,58,Card,4,888,Paid,1,1,2025,32,22,2
4547,"2025-04-24 19:15:46","2025-04-24 20:36:46",17512,1272,255,3672,50,Card,5,1149,Paid,24,4,2025,81,19,3
4548,"2024-07-04 17:33:28","2024-07-04 18:59:28",840,1462,172,4980,58,Cash,5,1129,Paid,4,7,2024,86,17,3
4549,"2024-09-25 10:39:26","2024-09-25 11:30:26",9175,1967,170,3598,57,Cash,1,158,Paid,25,9,2024,51,10,2
4550,"2025-06-30 09:38:37","2025-06-30 10:59:37",11901,1168,233,851,38,Card,2,376,Paid,30,6,2025,81,9,0
4551,"2025-02-12 12:28:39","2025-02-12 13:37:39",12973,1668,152,4823,25,Card,3,736,Paid,12,2,2025,69,12,2
4552,"2024-10-15 21:55:44","2024-10-15 22:41:44",8473,1275,127,1227,50,Wallet,4,755,Paid,15,10,2024,46,21,1
4553,"2025-01-16 06:09:19","2025-01-16 07:15:19",4519,1042,76,233,53,Wallet,4,1018,Paid,16,1,2025,66,6,3
4554,"2024-12-19 09:13:42","2024-12-19 10:16:42",16180,1809,187,704,37,Wallet,4,578,Paid,19,12,2024,63,9,3
4555,"2025-06-16 21:49:30","2025-06-16 23:05:30",18254,1817,260,3007,39,Wallet,4,877,Paid,16,6,2025,76,21,0
4556,"2024-09-01 14:26:17","2024-09-01 14:57:17",16804,1075,157,4405,60,Card,4,960,Paid,1,9,2024,31,14,6
4557,"2025-04-18 09:55:15","2025-04-18 11:04:15",10429,1541,28,383,47,Card,1,199,Paid,18,4,2025,69,9,4
4558,"2025-01-31 18:24:30","2025-01-31 19:08:30",2191,1059,234,4507,59,Card,2,503,Paid,31,1,2025,44,18,4
4559,"2025-02-13 20:08:04","2025-02-13 20:35:04",104,1074,242,3991,27,Wallet,4,1033,Paid,13,2,2025,27,20,3
4560,"2025-02-14 12:20:05","2025-02-14 13:22:05",16737,1225,173,4374,45,Cash,4,920,Paid,14,2,2025,62,12,4
4561,"2024-09-25 15:17:44","2024-09-25 15:47:44",14434,1188,61,1839,26,Card,5,1251,Paid,25,9,2024,30,15,2
4562,"2024-12-23 19:06:39","2024-12-23 19:29:39",15352,1710,116,565,39,Cash,3,612,Paid,23,12,2024,23,19,0
4563,"2025-05-02 06:19:06","2025-05-02 06:40:06",9987,1167,249,1735,30,Wallet,1,177,Paid,2,5,2025,21,6,4
4564,"2025-04-27 06:08:23","2025-04-27 06:47:23",1935,1845,33,2136,44,Cash,1,327,Paid,27,4,2025,39,6,6
4565,"2025-02-25 09:55:07","2025-02-25 11:20:07",17254,1131,250,4004,20,Card,5,1104,Paid,25,2,2025,85,9,1
4566,"2025-05-17 20:39:38","2025-05-17 21:02:38",16163,1593,125,4820,0,UPI,2,404,Complimentary,17,5,2025,23,20,5
4567,"2024-08-01 23:07:06","2024-08-02 00:03:06",16607,1707,102,2288,42,Card,2,651,Paid,1,8,2024,56,23,3
4568,"2024-07-06 06:02:12","2024-07-06 07:12:12",15950,1586,254,600,53,Cash,4,821,Paid,6,7,2024,70,6,5
4569,"2024-07-30 17:00:11","2024-07-30 17:37:11",9766,1986,3,3050,48,UPI,1,156,Paid,30,7,2024,37,17,1
4570,"2025-03-07 12:58:21","2025-03-07 14:10:21",12001,1978,260,3893,0,Cash,3,687,Complimentary,7,3,2025,72,12,4
4571,"2025-05-29 01:20:05","2025-05-29 02:31:05",1306,1950,203,3519,45,Card,4,1077,Paid,29,5,2025,71,1,3
4572,"2024-09-02 14:17:34","2024-09-02 15:23:34",589,1472,64,1158,0,Cash,4,982,Complimentary,2,9,2024,66,14,0
4573,"2024-09-28 18:47:59","2024-09-28 19:52:59",16400,1587,176,1210,32,UPI,1,300,Paid,28,9,2024,65,18,5
4574,"2025-02-01 03:10:30","2025-02-01 03:42:30",3877,1888,49,1506,37,UPI,1,285,Paid,1,2,2025,32,3,5
4575,"2025-05-20 16:28:50","2025-05-20 17:00:50",9559,1689,212,3061,51,Cash,3,650,Paid,20,5,2025,32,16,1
4576,"2024-11-19 14:15:06","2024-11-19 14:48:06",204,1954,98,4376,47,Cash,4,912,Paid,19,11,2024,33,14,1
4577,"2024-10-30 13:46:22","2024-10-30 14:09:22",17932,1241,127,4826,0,UPI,5,1038,Complimentary,30,10,2024,23,13,2
4578,"2024-07-21 00:46:35","2024-07-21 01:36:35",13479,1049,165,2605,24,UPI,2,316,Paid,21,7,2024,50,0,6
